Company Name for Emails,Company name ,# Employees,Employee range,Industry,Website,Company Linkedin Url,Company State,Company Country
Department of Defense - Defense Advanced Research Projects Agency,Department of Defense - Defense Advanced Research Projects Agency,305,51-500,Government,www.darpa.mil,http://www.linkedin.com/company/darpa,Virginia,United States
Cleveland Clinic Laboratories,Cleveland Clinic Laboratories,1500,501-10000,Healthcare Services,www.clevelandcliniclabs.com,http://www.linkedin.com/company/cleveland-clinic-laboratories,Ohio,United States
Inotiv,Inotiv,1955,501-10000,Business Services,www.inotivco.com,http://www.linkedin.com/company/gateway-pharmacology-laboratories,Indiana,United States
Dotdash Meredith,Dotdash Meredith,3691,501-10000,Media & Internet,www.dotdashmeredith.com,http://www.linkedin.com/company/dotdashmeredith,New York,United States
Flashbots,Flashbots,50,1-50,Software,www.flashbots.net,http://www.linkedin.com/company/flashbots,,United States
WCG,WCG,4000,501-10000,Business Services,www.wcgclinical.com,http://www.linkedin.com/company/wcg-clinical,New Jersey,United States
Garmin,Garmin,19900,10000+,Manufacturing,www.garmin.com,http://www.linkedin.com/company/garmin,Kansas,United States
Cepton,Cepton,87,51-500,Manufacturing,www.cepton.com,http://www.linkedin.com/company/cepton,California,United States
American Endowment Foundation,American Endowment Foundation,85,51-500,Organizations,www.aefonline.org,http://www.linkedin.com/company/american-endowment-foundation,Ohio,United States
Teledyne Technologies,Teledyne,14900,10000+,Manufacturing,www.teledyne.com,http://www.linkedin.com/company/teledyne-technologies-incorporated,California,United States
Wonder,Wonder,1100,501-10000,Hospitality,www.wonder.com,http://www.linkedin.com/company/joinwonder,New York,United States
Hawaii Human Development,Hawaii Human Development,364,51-500,Healthcare Services,dhrd.hawaii.gov,http://www.linkedin.com/company/hidhrd,Hawaii,United States
Selkirk Pharma,Selkirk Pharma,80,51-500,Manufacturing,www.selkirkpharma.com,http://www.linkedin.com/company/selkirk-pharma,Washington,United States
United Rentals,United Rentals,26300,10000+,Retail,www.unitedrentals.com,http://www.linkedin.com/company/united-rentals,Connecticut,United States
Hyzon Motors,Hyzon Motors,330,51-500,Manufacturing,www.hyzonmotors.com,http://www.linkedin.com/company/hyzonmotors,New York,United States
McFarland-Johnson,McFarland-Johnson,366,51-500,Construction,www.mjinc.com,http://www.linkedin.com/company/mcfarlandjohnson,New York,United States
1-800-Flowers.com,1-800-Flowers.com,3300,501-10000,Retail,www.1800flowers.com,http://www.linkedin.com/company/1800flowers-com,New York,United States
Sonrai Security,Sonrai Security,97,51-500,Software,www.sonraisecurity.com,http://www.linkedin.com/company/sonrai-security,New York,United States
Utopia Labs,Utopia Labs,60,51-500,Software,www.utopialabs.io,http://www.linkedin.com/company/utopialabs,California,United States
Acclaim Systems,Acclaim Systems,122,51-500,Business Services,www.acclaimsystems.com,http://www.linkedin.com/company/acclaim-systems-ltd,Pennsylvania,United States
Smartling,Smartling,180,51-500,Business Services,www.smartling.com,http://www.linkedin.com/company/smartling,New York,United States
1stdibs,1stdibs,310,51-500,Retail,www.1stdibs.com,http://www.linkedin.com/company/1stdibs-com,New York,United States
Advanced Electrical Technologies,Advanced Electrical,120,51-500,Construction,www.aet-pneco.com,http://www.linkedin.com/company/advanced-electrical-technologies-aet,Washington,United States
Aris Water Solutions,Aris Water Solutions,251,51-500,"Energy, Utilities & Waste",www.ariswater.com,http://www.linkedin.com/company/solariswater,Texas,United States
Skyline Champion Corporation,Skyline Champion,7700,501-10000,Manufacturing,www.skylinechampion.com,http://www.linkedin.com/company/skyline-excavation,Michigan,United States
Visante,Visante,95,51-500,Business Services,www.visanteinc.com,http://www.linkedin.com/company/visante-inc-,Minnesota,United States
Fuss & O'Neill,Fuss & O'Neill,387,51-500,Construction,www.fando.com,http://www.linkedin.com/company/fuss-&-o'neill,Connecticut,United States
Island.io,Island.io,350,51-500,Business Services,www.island.io,http://www.linkedin.com/company/island-io,Texas,United States
Coldwell Banker,Coldwell Banker,100000,10000+,Real Estate,www.coldwellbanker.com,http://www.linkedin.com/company/coldwell-banker,New Jersey,United States
Ispire Technology,Ispire Technology,69,51-500,Manufacturing,www.getispire.com,http://www.linkedin.com/company/getispire,California,United States
Neocis,Neocis,110,51-500,Manufacturing,www.neocis.com,http://www.linkedin.com/company/neocis-inc-,Florida,United States
L Catterton,L Catterton,200,51-500,Finance,www.lcatterton.com,http://www.linkedin.com/company/l-catterton-real-estate-advisors-france-,Connecticut,United States
ZimVie,ZimVie,2600,501-10000,Manufacturing,www.zimvie.com,http://www.linkedin.com/company/zimvie,Colorado,United States
Curbio,Curbio,85,51-500,Construction,www.curbio.com,http://www.linkedin.com/company/curbio,Maryland,United States
Aterian Investment Partners,Aterian Investment Partners,79,51-500,Finance,www.aterianpartners.com,http://www.linkedin.com/company/aterian-investment-partners,New York,United States
Netwise Resources,Netwise Resources,74,51-500,Software,www.netwiseresources.com,http://www.linkedin.com/company/visual-edge-it,Indiana,United States
U.S. Department of Defense,U.S. Department of Defense,770000,,Government,www.defense.gov,http://www.linkedin.com/company/deptofdefense,District of Columbia,United States
Safety Insurance,Safety Insurance,539,501-10000,Insurance,www.safetyinsurance.com,http://www.linkedin.com/company/safety-insurance,Massachusetts,United States
Minnesota State,Minnesota State,15300,10000+,Education,www.minnstate.edu,http://www.linkedin.com/company/minnstateedu,Minnesota,United States
Plains All American Pipeline,Plains All American Pipeline,4400,501-10000,Transportation,www.plains.com,http://www.linkedin.com/company/plains-all-american,Texas,United States
Traba,Traba,60,51-500,Software,traba.work,http://www.linkedin.com/company/traba-work,California,United States
University of California - San Diego,University of California - San Diego,40285,10000+,Education,www.ucsd.edu,http://www.linkedin.com/company/sally-ride-science,California,United States
First Harrison Bank,First Harrison Bank,182,51-500,Finance,www.firstharrison.com,http://www.linkedin.com/company/first-harrison-bank,Indiana,United States
GoTab,GoTab,53,51-500,Software,www.gotab.io,http://www.linkedin.com/company/gotab-inc.,Virginia,United States
Motorola Solutions,Motorola Solutions,21000,10000+,Manufacturing,www.motorolasolutions.com,http://www.linkedin.com/company/motorolasolutions,Illinois,United States
Sunnova,Sunnova,2047,501-10000,"Energy, Utilities & Waste",www.sunnova.com,http://www.linkedin.com/company/sunnova,Texas,United States
Selector Software,Selector Software,76,51-500,Software,www.selector.ai,http://www.linkedin.com/company/selectorai,California,United States
Candaq Fintech Group,Candaq Fintech Group,99,51-500,Finance,www.candaq.com,http://www.linkedin.com/company/candaq,,United States
Eastside Distilling,Eastside Distilling,51,51-500,Manufacturing,www.eastsidedistilling.com,http://www.linkedin.com/company/eastside-distillery,Oregon,United States
Stryve,Stryve,156,51-500,Manufacturing,www.stryve.com,http://www.linkedin.com/company/stryvefoods,Texas,United States
Axoni,Axoni,130,51-500,Software,www.axoni.com,http://www.linkedin.com/company/axoni,New York,United States
Interactive Strength,Interactive Strength,53,51-500,Hospitality,www.formelife.com,http://www.linkedin.com/company/formelife,Texas,United States
Sight Sciences,Sight Sciences,250,51-500,Manufacturing,www.sightsciences.com,http://www.linkedin.com/company/sight-machine,California,United States
Walgreens,Walgreens,225000,,Retail,www.walgreens.com,http://www.linkedin.com/company/walgreens,Illinois,United States
Pulse Biosciences,Pulse Biosciences,61,51-500,Business Services,www.pulsebiosciences.com,http://www.linkedin.com/company/pulse-biosciences-inc.,California,United States
Star Equity Holdings,Star Equity Holdings,413,51-500,Holding Companies & Conglomerates,www.starequity.com,http://www.linkedin.com/company/starequity,Connecticut,United States
Kennet Partners,Kennet Partners,86,51-500,Finance,www.kennet.com,http://www.linkedin.com/company/kennet-partners-limited,California,United States
TraceAir Technologies,TraceAir,93,51-500,Software,www.traceair.net,http://www.linkedin.com/company/traceair,Washington,United States
Mainstay Medical Holdings,Mainstay Medical Holdings,105,51-500,Manufacturing,www.mainstaymedical.com,http://www.linkedin.com/company/mainstay-medical-limited,California,United States
Quaise Energy,Quaise Energy,130,51-500,"Energy, Utilities & Waste",quaise.energy,http://www.linkedin.com/company/quaise-energy,Massachusetts,United States
First Hawaiian Bank,First Hawaiian Bank,2000,501-10000,Finance,www.fhb.com,http://www.linkedin.com/company/first-hawaiian-bank,Hawaii,United States
Manhattan Beach Unified School District,Manhattan Beach Unified School District,569,501-10000,Education,www.mbusd.org,http://www.linkedin.com/company/manhattan-beach-unified-school-district,California,United States
"Mueller Industries, Inc.","Mueller Industries,",4509,501-10000,Manufacturing,www.muellerindustries.com,http://www.linkedin.com/company/mueller-industries,Tennessee,United States
Smartsheet,Smartsheet,3370,501-10000,Software,www.smartsheet.com,http://www.linkedin.com/company/smartsheet-com,Washington,United States
DLC Management,DLC Management,131,51-500,Real Estate,www.dlcmgmt.com,http://www.linkedin.com/company/dlc-management-corp,New York,United States
Satellogic,Satellogic,274,51-500,Business Services,www.satellogic.com,http://www.linkedin.com/company/satellogic,North Carolina,United States
NBCUniversal,NBCUniversal,66094,10000+,Media & Internet,www.nbcuniversal.com,http://www.linkedin.com/company/nbcuniversal-inc-,New York,United States
Psychemedics,Psychemedics,133,51-500,Business Services,www.psychemedics.com,http://www.linkedin.com/company/psychemedics-corporation,Texas,United States
MB2DENTAL,MB2DENTAL,5000,501-10000,Business Services,www.mb2dental.com,http://www.linkedin.com/company/mb2-dental,Texas,United States
McCarter & English,McCarter & English,888,501-10000,Law Firms & Legal Services,www.mccarter.com,http://www.linkedin.com/company/mccarter-&-english-llp,New Jersey,United States
PIDC,PIDC,168,51-500,Organizations,www.pidcphila.com,http://www.linkedin.com/company/pidcphila,Pennsylvania,United States
Lumen,Lumen,27000,10000+,Telecommunications,www.lumen.com,http://www.linkedin.com/company/lumentechnologies,Louisiana,United States
ASCAP,ASCAP,1334,501-10000,Organizations,www.ascap.com,http://www.linkedin.com/company/ascap,New York,United States
Century Casinos,Century Casinos,2292,501-10000,Hospitality,www.cnty.com,http://www.linkedin.com/company/century-casino-central,Colorado,United States
Trex Company,Trex Company,1765,501-10000,Manufacturing,www.trex.com,http://www.linkedin.com/company/trex-company,Virginia,United States
VHB,VHB,1900,501-10000,Construction,www.vhb.com,http://www.linkedin.com/company/vh-&-b-consulting,Massachusetts,United States
Clever Devices,Clever Devices,600,501-10000,Software,www.cleverdevices.com,http://www.linkedin.com/company/clever-devices,New York,United States
Abeona Therapeutics,Abeona Therapeutics,57,51-500,Business Services,www.abeonatherapeutics.com,http://www.linkedin.com/company/abeonatherapeutics,New York,United States
FTN Network,FTN Network,72,51-500,Media & Internet,www.ftnfantasy.com,http://www.linkedin.com/company/ftnnetwork,California,United States
TDS Telecommunications,TDS Telecommunications,3600,501-10000,Telecommunications,www.tdstelecom.com,http://www.linkedin.com/company/tds-telecommunications-llc,Wisconsin,United States
Skillsoft,Skillsoft,2262,501-10000,Software,www.skillsoft.com,http://www.linkedin.com/company/skillsoft,New Hampshire,United States
Castle Windows,Castle Windows,86,51-500,Manufacturing,www.castlewindows.com,http://www.linkedin.com/company/castlethewindowpeople,New Jersey,United States
SGC,SGC,6600,501-10000,Holding Companies & Conglomerates,www.superiorgroupofcompanies.com,http://www.linkedin.com/company/superiorgroupofcompanies,Florida,United States
Maravai LifeSciences,Maravai LifeSciences,650,501-10000,Manufacturing,www.maravai.com,http://www.linkedin.com/company/maravai-lifesciences,California,United States
Equitable,Equitable,12800,10000+,Finance,www.equitable.com,http://www.linkedin.com/company/equitable-financial,New York,United States
GooseHead Insurance,GooseHead Insurance,1415,501-10000,Insurance,www.goosehead.com,http://www.linkedin.com/company/goosehead-insurance,Texas,United States
Annalect,Annalect,522,501-10000,Business Services,www.annalect.com,http://www.linkedin.com/company/annalect-group,New York,United States
DPV Transportation,DPV Transportation,103,51-500,Transportation,www.dpvtransportation.com,http://www.linkedin.com/company/dpv-mobile-lab,Massachusetts,United States
ClassWallet,ClassWallet,160,51-500,Software,www.classwallet.com,http://www.linkedin.com/company/classwallet,Florida,United States
Republic National Distributing Company,Republic National Distributing Company,14000,10000+,Retail,www.rndc-usa.com,http://www.linkedin.com/company/republic-national-distributing-company,Texas,United States
VINCUE,VINCUE,65,51-500,Software,www.vincue.com,http://www.linkedin.com/company/vincueauto,Missouri,United States
Hyundai America Technical Center,Hyundai America Technical Center,343,51-500,Business Services,www.hatci.com,http://www.linkedin.com/company/hyundai-group-co,Michigan,United States
SimpleBet,SimpleBet,57,51-500,Hospitality,www.simplebet.io,http://www.linkedin.com/company/simplebet,New York,United States
Caesars Entertainment,Caesars Entertainment,51000,10000+,Hospitality,www.caesars.com,http://www.linkedin.com/company/caesars-entertainment-corporation,Nevada,United States
Generation Bio,Generation Bio,150,51-500,Manufacturing,www.generationbio.com,http://www.linkedin.com/company/generationbio,Massachusetts,United States
Clover Food Lab,Clover Food Lab,328,51-500,Hospitality,www.cloverfoodlab.com,http://www.linkedin.com/company/clover-fast-food-inc-,Massachusetts,United States
First Citizens Bank,First Citizens Bank,15715,10000+,Finance,www.firstcitizens.com,http://www.linkedin.com/company/first-citizens-bank,North Carolina,United States
Ouster,Ouster,270,51-500,Manufacturing,www.ouster.com,http://www.linkedin.com/company/ouster,California,United States
LeMaitre Vascular,LeMaitre Vascular,614,501-10000,Manufacturing,www.lemaitre.com,http://www.linkedin.com/company/lemaitre-dieter,Massachusetts,United States
Trustmark Corporation,Trustmark,2761,501-10000,Finance,www.trustmark.com,http://www.linkedin.com/company/trustmark-national-bank,Mississippi,United States
Cinnaire,Cinnaire,150,51-500,Organizations,cinnaire.com,http://www.linkedin.com/company/cinnaire,Michigan,United States
Northeastern University,Northeastern University,6395,501-10000,Education,www.northeastern.edu,http://www.linkedin.com/company/northeastern-limousine,Massachusetts,United States
Sound Point Capital Management,Sound Point Capital Management,211,51-500,Finance,www.soundpointcap.com,http://www.linkedin.com/company/5351822,New York,United States
Marlborough Group Holdings,Marlborough Group Holdings,213,51-500,Finance,www.marlboroughfunds.com,http://www.linkedin.com/company/5391031,Vermont,United States
Oshkosh Corporation,Oshkosh,17300,10000+,Manufacturing,www.oshkoshcorp.com,http://www.linkedin.com/company/oshkosh-corporation,Wisconsin,United States
FIRST RF,FIRST RF,111,51-500,Manufacturing,www.firstrf.com,http://www.linkedin.com/company/first-rf,Colorado,United States
Peapack-Gladstone Bank,Peapack-Gladstone Bank,497,51-500,Finance,www.pgbank.com,http://www.linkedin.com/company/peapack-gladstone-bank,New Jersey,United States
Accelerate Diagnostics,Accelerate Diagnostics,179,51-500,Manufacturing,www.acceleratediagnostics.com,http://www.linkedin.com/company/accelerate-diagnostics-inc.,Arizona,United States
Izea,Izea,152,51-500,Business Services,www.izea.com,http://www.linkedin.com/company/izea,Florida,United States
NVE,NVE,51,51-500,Manufacturing,www.nve.com,http://www.linkedin.com/company/nve-corporation,Minnesota,United States
WAVE Life Sciences,WAVE Life Sciences,250,51-500,Business Services,www.wavelifesciences.com,http://www.linkedin.com/company/wave-life-sciences,Massachusetts,United States
The Fish House,The Fish House,72,51-500,Retail,www.thefishhousemv.com,,Massachusetts,United States
Cyngn,Cyngn,81,51-500,Transportation,www.cyngn.com,http://www.linkedin.com/company/cyngn,California,United States
Goodman Manufacturing,Goodman Manufacturing,4487,501-10000,Manufacturing,www.goodmanmfg.com,http://www.linkedin.com/company/goodman-manufacturing,Texas,United States
Macy's,Macy's,92220,10000+,Retail,www.macysinc.com,http://www.linkedin.com/company/macy-macy-corp,New York,United States
Score Media and Gaming,Score Media and Gaming,280,51-500,Media & Internet,www.scoremediaandgaming.com,http://www.linkedin.com/company/thescore,New York,United States
Allogene Therapeutics,Allogene Therapeutics,359,51-500,Manufacturing,www.allogene.com,http://www.linkedin.com/company/allogene-therapeutics,California,United States
Ellucian,Ellucian,3000,501-10000,Software,www.ellucian.com,http://www.linkedin.com/company/ellucian-support-global-ltd,Virginia,United States
Department of Housing and Urban Development,Department of Housing and Urban Development,7240,501-10000,Government,www.hud.gov,http://www.linkedin.com/company/hud,District of Columbia,United States
Architecture Technology,Architecture Technology,99,51-500,Software,www.atcorp.com,http://www.linkedin.com/company/architecture-technology-corporation,Minnesota,United States
TIGHITCO,TIGHITCO,396,51-500,Construction,www.tighitco.com,http://www.linkedin.com/company/tighitcoinc,South Carolina,United States
Veeder-Root,Veeder-Root,285,51-500,Manufacturing,www.veeder.com,http://www.linkedin.com/company/veeder-root-inc,Connecticut,United States
ASME,ASME,366,51-500,Organizations,www.asme.org,http://www.linkedin.com/company/asme,New York,United States
Bishop-McCann,Bishop-McCann,258,51-500,Business Services,www.bishopmccann.com,http://www.linkedin.com/company/bishop-mccann-llc,Missouri,United States
MBB Agency,MBB Agency,50,1-50,Business Services,www.mbbagency.com,http://www.linkedin.com/company/mbb-agency,Kansas,United States
AmeriVet,AmeriVet,1000,501-10000,Holding Companies & Conglomerates,www.amerivet.com,http://www.linkedin.com/company/amerivet,Texas,United States
Adma Biologics,Adma Biologics,624,501-10000,Manufacturing,www.admabiologics.com,http://www.linkedin.com/company/admabiologics,New Jersey,United States
Quest Diagnostics,Quest Diagnostics,40000,10000+,Healthcare Services,www.questdiagnostics.com,http://www.linkedin.com/company/quest-diagnostics,New Jersey,United States
Coherus BioSciences,Coherus BioSciences,299,51-500,Manufacturing,www.coherus.com,http://www.linkedin.com/company/coherus-biosciences,California,United States
CareFirst,CareFirst,8800,501-10000,Insurance,individual.carefirst.com,http://www.linkedin.com/company/carefirst-bluecross-blueshield,Maryland,United States
LL Flooring,LL Flooring,2254,501-10000,Retail,www.llflooring.com,http://www.linkedin.com/company/llflooring,Virginia,United States
Denver Center Theatre,Denver Center Theatre,378,51-500,Hospitality,www.denvercenter.org,http://www.linkedin.com/company/denver-center-for-the-performing-arts,Colorado,United States
LawPay,LawPay,92,51-500,Finance,www.lawpay.com,http://www.linkedin.com/company/lawpay,Texas,United States
XRHealth,XRHealth,76,51-500,Software,xr.health,http://www.linkedin.com/company/xrhealth,Massachusetts,United States
Boise Cascade,Boise Cascade,7300,501-10000,Manufacturing,www.bc.com,http://www.linkedin.com/company/boise-cascade,Idaho,United States
Waldencast,Waldencast,182,51-500,Holding Companies & Conglomerates,www.waldencast.com,http://www.linkedin.com/company/waldencast,New York,United States
Upwind,Upwind,70,51-500,Software,www.upwind.io,http://www.linkedin.com/company/upwindsecurity,California,United States
Darden,Darden,187384,,Hospitality,www.darden.com,http://www.linkedin.com/company/darden,Florida,United States
ARI Network Services,ARI Network Services,258,51-500,Business Services,www.arinet.com,http://www.linkedin.com/company/timberline-forest-products-inc,Minnesota,United States
CAIS Capital,CAIS Capital,477,51-500,Finance,www.caisgroup.com,http://www.linkedin.com/company/cais,New York,United States
Constellation Brands México,Constellation Brands México,85,51-500,Hospitality,www.cbrands.mx,http://www.linkedin.com/company/constellationbrandsmexico,New York,United States
Honeycomb Programs,Honeycomb Programs,106,51-500,Insurance,www.honeycombinsurance.com,http://www.linkedin.com/company/honeycombinsurance,California,United States
Directory Publishing Solutions,Directory Publishing Solutions,128,51-500,Telecommunications,www.directoryofstlouis.com,http://www.linkedin.com/company/directory-publishing-solutions-inc.,Missouri,United States
Hudson Headwaters Health Network,Hudson Headwaters Health Network,662,501-10000,Hospitals & Physicians Clinics,www.hhhn.org,http://www.linkedin.com/company/hudson-headwaters,New York,United States
VirTra,VirTra,121,51-500,Manufacturing,www.virtra.com,http://www.linkedin.com/company/virtra-systems,Arizona,United States
Warner Music Group,Warner Music Group,5900,501-10000,Media & Internet,www.wmg.com,http://www.linkedin.com/company/warner-music-group,New York,United States
MindCare Solutions,MindCare Solutions,182,51-500,Hospitals & Physicians Clinics,www.mindcaresolutions.com,http://www.linkedin.com/company/mindcare-solutions,Tennessee,United States
Connections Health Solutions,Connections Health Solutions,460,51-500,Hospitals & Physicians Clinics,www.connectionshs.com,http://www.linkedin.com/company/connectionshs,Arizona,United States
Woodward,Woodward,8800,501-10000,Manufacturing,www.woodward.com,http://www.linkedin.com/company/woodward-kempen-gmbh,Colorado,United States
LastPass,LastPass,800,501-10000,Software,www.lastpass.com,http://www.linkedin.com/company/lastpass,Massachusetts,United States
Christian Living Communities,Christian Living Communities,700,501-10000,Hospitals & Physicians Clinics,www.christianlivingcommunities.org,http://www.linkedin.com/company/christian-living-communities,Colorado,United States
Mount Nittany Health,Mount Nittany Health,2264,501-10000,Hospitals & Physicians Clinics,www.mountnittany.org,http://www.linkedin.com/company/mount-nittany-health,Pennsylvania,United States
Home Bank,Home Bank,475,51-500,Finance,www.home24bank.com,http://www.linkedin.com/company/b-&-k-bank-britton-&-koontz,Louisiana,United States
National Institutes of Health,National Institutes of Health,18718,10000+,Government,www.nih.gov,http://www.linkedin.com/company/national-institutes-of-health,Maryland,United States
Lilt,Lilt,546,501-10000,Software,www.lilt.com,http://www.linkedin.com/company/lilthq,California,United States
InfoVision,InfoVision,3500,501-10000,Business Services,www.infovision.com,http://www.linkedin.com/company/infovision,Texas,United States
Jefferson Lab,Jefferson Lab,760,501-10000,Business Services,www.jlab.org,http://www.linkedin.com/company/jefferson-lab,Virginia,United States
Esquire Bank,Esquire Bank,110,51-500,Finance,www.esquirebank.com,http://www.linkedin.com/company/esquire-bank,New York,United States
Stronghold Digital Mining,Stronghold Digital Mining,168,51-500,Software,www.strongholddigitalmining.com,http://www.linkedin.com/company/stronghold-digital-mining,New York,United States
Southwest ToyotaLift,Southwest ToyotaLift,100,51-500,Manufacturing,www.swtoyotalift.com,http://www.linkedin.com/company/southwest-warehouse-solutions,California,United States
Hollister Incorporated US,Hollister,5000,501-10000,Manufacturing,www.hollister.com,http://www.linkedin.com/company/hollister-incorporated,Illinois,United States
Origin,Origin,50,1-50,Software,www.originwirelessai.com,http://www.linkedin.com/company/originwirelessai,Maryland,United States
tvScientific,tvScientific,95,51-500,Software,www.tvscientific.com,http://www.linkedin.com/company/tvscientific,California,United States
Marriott Vacations Worldwide,Marriott Vacations Worldwide,22000,10000+,Hospitality,www.marriottvacationsworldwide.com,http://www.linkedin.com/company/marriottvacationsworldwide,Florida,United States
Nuance,Nuance,1600,501-10000,Software,www.nuance.com,http://www.linkedin.com/company/nuance-communications,Massachusetts,United States
Westinghouse Nuclear,Westinghouse Nuclear,10000,501-10000,"Energy, Utilities & Waste",www.westinghousenuclear.com,http://www.linkedin.com/company/westinghouse-electric-company,Pennsylvania,United States
SafeRide Health,SafeRide Health,300,51-500,Software,www.saferidehealth.com,http://www.linkedin.com/company/saferide-health,Texas,United States
Amphenol Corporation,Amphenol,95000,10000+,Manufacturing,www.amphenol.com,http://www.linkedin.com/company/amphenol,Connecticut,United States
Corteva,Corteva,22500,10000+,Agriculture,www.corteva.com,http://www.linkedin.com/company/corteva,Indiana,United States
Nexstar Media Group,Nexstar Media Group,11877,10000+,Media & Internet,www.nexstar.tv,http://www.linkedin.com/company/nexstar-broadcasting-group,Texas,United States
Piedmont Natural Gas,Piedmont Natural Gas,1725,501-10000,"Energy, Utilities & Waste",www.piedmontng.com,http://www.linkedin.com/company/piedmont-natural-gas,North Carolina,United States
Petsmart Charities,Petsmart Charities,293,51-500,Organizations,www.petsmartcharities.org,,Arizona,United States
Under Armour,Under Armour,15000,10000+,Retail,www.underarmour.com,http://www.linkedin.com/company/under-armour,Maryland,United States
Wild Roots Market,Wild Roots Market,110,51-500,Retail,www.wildrootsmarket.com,http://www.linkedin.com/company/wild-roots-market,California,United States
Safe & Green,Safe & Green,85,51-500,Holding Companies & Conglomerates,www.safeandgreenholdings.com,http://www.linkedin.com/company/sgh-corp,Florida,United States
Jewish United Fund,Jewish United Fund,370,51-500,Business Services,www.juf.org,http://www.linkedin.com/company/jewish-community-centers-endowment-foundation,Illinois,United States
Matrix Service Company,Matrix Service Company,2545,501-10000,Construction,www.matrixservicecompany.com,http://www.linkedin.com/company/matrix-service,Oklahoma,United States
Acalvio Technologies,Acalvio,72,51-500,Software,www.acalvio.com,http://www.linkedin.com/company/acalvio-technologies,California,United States
BDT & MSD Partners,BDT & MSD Partners,525,501-10000,Finance,www.bdtmsd.com,http://www.linkedin.com/company/bdt-company,Illinois,United States
Observe,Observe,150,51-500,Software,www.observeinc.com,http://www.linkedin.com/company/observe-inc,California,United States
The News Tribune,The News Tribune,341,51-500,Media & Internet,www.thenewstribune.com,http://www.linkedin.com/company/the-news-tribune,Washington,United States
Velcro,Velcro,3000,501-10000,Manufacturing,www.velcro.com,http://www.linkedin.com/company/velcro-companies,New Hampshire,United States
CyberSaint Security,CyberSaint Security,50,1-50,Business Services,www.cybersaint.io,http://www.linkedin.com/company/cybersaint,Massachusetts,United States
Pallet,Pallet,101,51-500,Organizations,www.palletshelter.com,http://www.linkedin.com/company/pallet,Washington,United States
J.M. Huber,J.M. Huber,4000,501-10000,Manufacturing,www.huber.com,http://www.linkedin.com/company/j.m.-huber-corporation,New Jersey,United States
CWT SatoTravel,CWT SatoTravel,2246,501-10000,Hospitality,www.cwtsatotravel.com,http://www.linkedin.com/company/cwtsatotravel,Virginia,United States
SendSafely,SendSafely,50,1-50,Software,www.sendsafely.com,http://www.linkedin.com/company/sendsafely,Delaware,United States
BlueCross BlueShield of Alabama,BlueCross BlueShield of Alabama,3300,501-10000,Insurance,www.bcbsal.org,http://www.linkedin.com/company/blue-cross-blue-shield-of-alabama,Alabama,United States
Eagle Hill Consulting,Eagle Hill Consulting,332,51-500,Business Services,www.eaglehillconsulting.com,http://www.linkedin.com/company/eagle-hill-consulting,Virginia,United States
Pi Health,Pi Health,147,51-500,Business Services,www.pihealth.ai,http://www.linkedin.com/company/pi-health-global,Massachusetts,United States
McNees,McNees,342,51-500,Law Firms & Legal Services,www.mcneeslaw.com,http://www.linkedin.com/company/mcneeswallacenurick,Pennsylvania,United States
Marriott,Marriott,411000,,Hospitality,www.marriott.com,http://www.linkedin.com/company/marriott-international,Maryland,United States
Boot Barn,Boot Barn,2700,501-10000,Retail,www.bootbarn.com,http://www.linkedin.com/company/boot-barn,California,United States
Plug and Play Tech Center,Plug and Play Tech Center,275,51-500,Finance,www.plugandplaytechcenter.com,http://www.linkedin.com/company/plug-and-play-tech-center,California,United States
Techstars,Techstars,328,51-500,Finance,www.techstars.com,http://www.linkedin.com/company/techstars,Colorado,United States
CoPilot,CoPilot,51,51-500,Consumer Services,www.mycopilot.com,http://www.linkedin.com/company/mycopilot,Pennsylvania,United States
Newlight,Newlight,200,51-500,Manufacturing,www.newlight.com,http://www.linkedin.com/company/newlight-technologies,California,United States
Perfect Bar,Perfect Bar,105,51-500,Hospitality,www.perfectsnacks.com,http://www.linkedin.com/company/perfect-snacks,California,United States
Aspen Manufacturing,Aspen Manufacturing,144,51-500,Manufacturing,www.aspenmfg.com,http://www.linkedin.com/company/aspen-manufacturing,Texas,United States
Castlelake,Castlelake,250,51-500,Finance,www.castlelake.com,http://www.linkedin.com/company/castlelake-uk-llp,Minnesota,United States
TDS,TDS,8800,501-10000,Telecommunications,www.tdsinc.com,http://www.linkedin.com/company/-tds-,Illinois,United States
Mavenir,Mavenir,5000,501-10000,Software,www.mavenir.com,http://www.linkedin.com/company/mavenir,Texas,United States
RPI,RPI,141,51-500,Business Services,www.rpiprint.com,http://www.linkedin.com/company/rpi-reischling-press-inc.-,Washington,United States
Patagonia,Patagonia,10000,501-10000,Retail,www.patagonia.com,http://www.linkedin.com/company/patagonia_2,California,United States
Whirlpool,Whirlpool,59000,10000+,Manufacturing,www.whirlpoolcorp.com,http://www.linkedin.com/company/whirlpool-corporation,Michigan,United States
TowerCo,TowerCo,62,51-500,Telecommunications,www.towerco.com,http://www.linkedin.com/company/towerco,North Carolina,United States
Monalee,Monalee,52,51-500,"Energy, Utilities & Waste",www.monalee.co,http://www.linkedin.com/company/monaleesolar,Massachusetts,United States
Alpha Wave Global,Alpha Wave Global,74,51-500,Finance,www.alphawaveglobal.com,http://www.linkedin.com/company/alphawaveglobal,,United States
Cordance,Cordance,76,51-500,Business Services,www.cordance.co,http://www.linkedin.com/company/cordanceco,North Carolina,United States
